year,cell,doxx,temp,chla,flow,po4x,nh4x,no3x,totn,totp,orgp,orgn,pipx,tocx,tssx,sand,silt,clay,phyt
1991,    50, 0.962E+01, 0.111E+02, 0.000E+00, 0.142E+03, 0.275E+03, 0.325E+04, 0.769E+04, 0.159E+05, 0.672E+03, 0.281E+03, 0.493E+04, 0.117E+03, 0.701E+05, 0.134E+06, 0.517E+04, 0.767E+05, 0.523E+05, 0.000E+00
1992,    50, 0.904E+01, 0.124E+02, 0.000E+00, 0.173E+03, 0.360E+03, 0.342E+04, 0.799E+04, 0.174E+05, 0.806E+03, 0.323E+03, 0.599E+04, 0.123E+03, 0.857E+05, 0.137E+06, 0.528E+04, 0.784E+05, 0.534E+05, 0.000E+00
1993,    50, 0.977E+01, 0.103E+02, 0.000E+00, 0.185E+03, 0.383E+03, 0.352E+04, 0.952E+04, 0.193E+05, 0.858E+03, 0.344E+03, 0.629E+04, 0.131E+03, 0.893E+05, 0.153E+06, 0.590E+04, 0.876E+05, 0.597E+05, 0.000E+00
1994,    50, 0.987E+01, 0.105E+02, 0.000E+00, 0.202E+03, 0.394E+03, 0.352E+04, 0.925E+04, 0.200E+05, 0.950E+03, 0.341E+03, 0.720E+04, 0.215E+03, 0.103E+06, 0.237E+06, 0.912E+04, 0.135E+06, 0.923E+05, 0.000E+00
1995,    50, 0.938E+01, 0.110E+02, 0.000E+00, 0.117E+03, 0.305E+03, 0.321E+04, 0.875E+04, 0.164E+05, 0.702E+03, 0.277E+03, 0.442E+04, 0.120E+03, 0.619E+05, 0.144E+06, 0.553E+04, 0.820E+05, 0.559E+05, 0.000E+00
1996,    50, 0.919E+01, 0.125E+02, 0.000E+00, 0.255E+03, 0.501E+03, 0.410E+04, 0.113E+05, 0.246E+05, 0.121E+04, 0.449E+03, 0.922E+04, 0.261E+03, 0.131E+06, 0.277E+06, 0.107E+05, 0.158E+06, 0.108E+06, 0.000E+00
1997,    50, 0.988E+01, 0.102E+02, 0.000E+00, 0.161E+03, 0.334E+03, 0.332E+04, 0.103E+05, 0.194E+05, 0.734E+03, 0.299E+03, 0.574E+04, 0.101E+03, 0.818E+05, 0.116E+06, 0.446E+04, 0.661E+05, 0.451E+05, 0.000E+00
1998,    50, 0.104E+02, 0.908E+01, 0.000E+00, 0.183E+03, 0.358E+03, 0.333E+04, 0.110E+05, 0.207E+05, 0.859E+03, 0.346E+03, 0.640E+04, 0.155E+03, 0.907E+05, 0.167E+06, 0.644E+04, 0.955E+05, 0.652E+05, 0.000E+00
1999,    50, 0.961E+01, 0.114E+02, 0.000E+00, 0.192E+03, 0.335E+03, 0.353E+04, 0.120E+05, 0.224E+05, 0.900E+03, 0.349E+03, 0.693E+04, 0.216E+03, 0.987E+05, 0.227E+06, 0.876E+04, 0.130E+06, 0.886E+05, 0.000E+00
2000,    50, 0.884E+01, 0.136E+02, 0.000E+00, 0.205E+03, 0.356E+03, 0.388E+04, 0.115E+05, 0.230E+05, 0.102E+04, 0.395E+03, 0.768E+04, 0.273E+03, 0.109E+06, 0.274E+06, 0.106E+05, 0.157E+06, 0.107E+06, 0.000E+00
1991,    58, 0.958E+01, 0.111E+02, 0.000E+00, 0.172E+04, 0.802E+04, 0.190E+05, 0.106E+06, 0.220E+06, 0.111E+05, 0.224E+04, 0.943E+05, 0.815E+03, 0.138E+07, 0.899E+06, 0.346E+05, 0.514E+06, 0.350E+06, 0.000E+00
1992,    58, 0.901E+01, 0.123E+02, 0.000E+00, 0.207E+04, 0.116E+05, 0.222E+05, 0.122E+06, 0.261E+06, 0.150E+05, 0.265E+04, 0.117E+06, 0.805E+03, 0.173E+07, 0.900E+06, 0.347E+05, 0.515E+06, 0.351E+06, 0.000E+00
1993,    58, 0.974E+01, 0.103E+02, 0.000E+00, 0.222E+04, 0.129E+05, 0.219E+05, 0.135E+06, 0.275E+06, 0.168E+05, 0.305E+04, 0.118E+06, 0.884E+03, 0.171E+07, 0.122E+07, 0.471E+05, 0.698E+06, 0.476E+06, 0.000E+00
1994,    58, 0.984E+01, 0.105E+02, 0.000E+00, 0.242E+04, 0.136E+05, 0.222E+05, 0.131E+06, 0.285E+06, 0.184E+05, 0.327E+04, 0.132E+06, 0.152E+04, 0.191E+07, 0.186E+07, 0.717E+05, 0.106E+07, 0.725E+06, 0.000E+00
1995,    58, 0.933E+01, 0.110E+02, 0.000E+00, 0.140E+04, 0.957E+04, 0.176E+05, 0.996E+05, 0.202E+06, 0.128E+05, 0.250E+04, 0.852E+05, 0.773E+03, 0.121E+07, 0.113E+07, 0.435E+05, 0.645E+06, 0.440E+06, 0.000E+00
1996,    58, 0.916E+01, 0.125E+02, 0.000E+00, 0.305E+04, 0.166E+05, 0.278E+05, 0.147E+06, 0.338E+06, 0.226E+05, 0.410E+04, 0.163E+06, 0.189E+04, 0.236E+07, 0.213E+07, 0.822E+05, 0.122E+07, 0.831E+06, 0.000E+00
1997,    58, 0.985E+01, 0.101E+02, 0.000E+00, 0.193E+04, 0.107E+05, 0.189E+05, 0.113E+06, 0.236E+06, 0.140E+05, 0.270E+04, 0.104E+06, 0.652E+03, 0.151E+07, 0.796E+06, 0.307E+05, 0.455E+06, 0.310E+06, 0.000E+00
1998,    58, 0.104E+02, 0.906E+01, 0.000E+00, 0.220E+04, 0.118E+05, 0.194E+05, 0.118E+06, 0.240E+06, 0.157E+05, 0.281E+04, 0.103E+06, 0.109E+04, 0.148E+07, 0.145E+07, 0.561E+05, 0.832E+06, 0.567E+06, 0.000E+00
1999,    58, 0.958E+01, 0.114E+02, 0.000E+00, 0.230E+04, 0.973E+04, 0.206E+05, 0.123E+06, 0.264E+06, 0.142E+05, 0.290E+04, 0.120E+06, 0.161E+04, 0.176E+07, 0.183E+07, 0.704E+05, 0.104E+07, 0.712E+06, 0.000E+00
2000,    58, 0.881E+01, 0.135E+02, 0.000E+00, 0.246E+04, 0.965E+04, 0.230E+05, 0.106E+06, 0.248E+06, 0.148E+05, 0.300E+04, 0.120E+06, 0.214E+04, 0.174E+07, 0.253E+07, 0.973E+05, 0.144E+07, 0.985E+06, 0.000E+00
1991,    17, 0.989E+01, 0.104E+02, 0.191E+01, 0.602E+04, 0.292E+05, 0.751E+05, 0.486E+06, 0.104E+07, 0.638E+05, 0.284E+05, 0.476E+06, 0.618E+04, 0.559E+07, 0.679E+07, 0.172E+06, 0.309E+07, 0.338E+07, 0.142E+06
1992,    17, 0.937E+01, 0.120E+02, 0.226E+01, 0.776E+04, 0.413E+05, 0.907E+05, 0.554E+06, 0.127E+07, 0.871E+05, 0.345E+05, 0.623E+06, 0.113E+05, 0.752E+07, 0.109E+08, 0.281E+06, 0.502E+07, 0.536E+07, 0.217E+06
1993,    17, 0.105E+02, 0.910E+01, 0.159E+01, 0.863E+04, 0.427E+05, 0.841E+05, 0.560E+06, 0.131E+07, 0.914E+05, 0.409E+05, 0.665E+06, 0.780E+04, 0.771E+07, 0.110E+08, 0.318E+06, 0.498E+07, 0.556E+07, 0.169E+06
1994,    17, 0.105E+02, 0.934E+01, 0.129E+01, 0.972E+04, 0.479E+05, 0.837E+05, 0.530E+06, 0.137E+07, 0.101E+06, 0.435E+05, 0.751E+06, 0.974E+04, 0.891E+07, 0.143E+08, 0.326E+06, 0.622E+07, 0.755E+07, 0.155E+06
1995,    17, 0.965E+01, 0.103E+02, 0.264E+01, 0.453E+04, 0.304E+05, 0.714E+05, 0.491E+06, 0.956E+06, 0.655E+05, 0.265E+05, 0.394E+06, 0.857E+04, 0.441E+07, 0.573E+07, 0.150E+06, 0.262E+07, 0.281E+07, 0.148E+06
1996,    17, 0.968E+01, 0.120E+02, 0.209E+01, 0.121E+05, 0.613E+05, 0.963E+05, 0.745E+06, 0.171E+07, 0.122E+06, 0.436E+05, 0.865E+06, 0.172E+05, 0.108E+08, 0.192E+08, 0.407E+06, 0.860E+07, 0.989E+07, 0.313E+06
1997,    17, 0.104E+02, 0.939E+01, 0.120E+01, 0.721E+04, 0.342E+05, 0.652E+05, 0.438E+06, 0.102E+07, 0.689E+05, 0.302E+05, 0.518E+06, 0.444E+04, 0.615E+07, 0.543E+07, 0.784E+05, 0.211E+07, 0.313E+07, 0.107E+06
1998,    17, 0.109E+02, 0.853E+01, 0.119E+01, 0.895E+04, 0.489E+05, 0.685E+05, 0.455E+06, 0.112E+07, 0.929E+05, 0.354E+05, 0.600E+06, 0.858E+04, 0.709E+07, 0.145E+08, 0.385E+06, 0.668E+07, 0.732E+07, 0.132E+06
1999,    17, 0.101E+02, 0.109E+02, 0.789E+00, 0.787E+04, 0.403E+05, 0.684E+05, 0.608E+06, 0.116E+07, 0.730E+05, 0.246E+05, 0.487E+06, 0.807E+04, 0.609E+07, 0.106E+08, 0.361E+06, 0.490E+07, 0.525E+07, 0.768E+05
2000,    17, 0.951E+01, 0.126E+02, 0.169E+01, 0.837E+04, 0.364E+05, 0.665E+05, 0.416E+06, 0.998E+06, 0.745E+05, 0.281E+05, 0.515E+06, 0.100E+05, 0.629E+07, 0.133E+08, 0.427E+06, 0.614E+07, 0.657E+07, 0.174E+06
1991,    95, 0.989E+01, 0.923E+01, 0.000E+00, 0.955E+03, 0.612E+04, 0.101E+05, 0.894E+05, 0.160E+06, 0.789E+04, 0.125E+04, 0.603E+05, 0.523E+03, 0.896E+06, 0.130E+07, 0.534E+05, 0.782E+06, 0.464E+06, 0.000E+00
1992,    95, 0.925E+01, 0.108E+02, 0.000E+00, 0.101E+04, 0.582E+04, 0.951E+04, 0.901E+05, 0.165E+06, 0.780E+04, 0.134E+04, 0.657E+05, 0.650E+03, 0.976E+06, 0.172E+07, 0.707E+05, 0.104E+07, 0.615E+06, 0.000E+00
1993,    95, 0.983E+01, 0.964E+01, 0.000E+00, 0.116E+04, 0.945E+04, 0.137E+05, 0.116E+06, 0.204E+06, 0.119E+05, 0.158E+04, 0.747E+05, 0.891E+03, 0.110E+07, 0.229E+07, 0.940E+05, 0.138E+07, 0.818E+06, 0.000E+00
1994,    95, 0.974E+01, 0.104E+02, 0.000E+00, 0.159E+04, 0.101E+05, 0.138E+05, 0.117E+06, 0.233E+06, 0.139E+05, 0.224E+04, 0.102E+06, 0.155E+04, 0.150E+07, 0.397E+07, 0.163E+06, 0.239E+07, 0.142E+07, 0.000E+00
1995,    95, 0.967E+01, 0.996E+01, 0.000E+00, 0.107E+04, 0.726E+04, 0.162E+05, 0.960E+05, 0.189E+06, 0.106E+05, 0.166E+04, 0.763E+05, 0.172E+04, 0.112E+07, 0.508E+07, 0.209E+06, 0.306E+07, 0.182E+07, 0.000E+00
1996,    95, 0.932E+01, 0.110E+02, 0.000E+00, 0.175E+04, 0.103E+05, 0.171E+05, 0.121E+06, 0.255E+06, 0.146E+05, 0.252E+04, 0.117E+06, 0.176E+04, 0.171E+07, 0.448E+07, 0.184E+06, 0.270E+07, 0.160E+07, 0.000E+00
1997,    95, 0.957E+01, 0.103E+02, 0.000E+00, 0.123E+04, 0.681E+04, 0.127E+05, 0.103E+06, 0.197E+06, 0.935E+04, 0.171E+04, 0.810E+05, 0.831E+03, 0.120E+07, 0.211E+07, 0.868E+05, 0.127E+07, 0.756E+06, 0.000E+00
1998,    95, 0.101E+02, 0.879E+01, 0.000E+00, 0.128E+04, 0.683E+04, 0.142E+05, 0.109E+06, 0.206E+06, 0.936E+04, 0.178E+04, 0.824E+05, 0.757E+03, 0.121E+07, 0.186E+07, 0.764E+05, 0.112E+07, 0.665E+06, 0.000E+00
1999,    95, 0.942E+01, 0.118E+02, 0.000E+00, 0.140E+04, 0.579E+04, 0.123E+05, 0.842E+05, 0.184E+06, 0.979E+04, 0.208E+04, 0.871E+05, 0.193E+04, 0.126E+07, 0.456E+07, 0.187E+06, 0.274E+07, 0.163E+07, 0.000E+00
2000,    95, 0.888E+01, 0.125E+02, 0.000E+00, 0.141E+04, 0.740E+04, 0.160E+05, 0.986E+05, 0.206E+06, 0.116E+05, 0.205E+04, 0.914E+05, 0.210E+04, 0.134E+07, 0.433E+07, 0.178E+06, 0.261E+07, 0.155E+07, 0.000E+00
1991,    90, 0.971E+01, 0.103E+02, 0.000E+00, 0.844E+02, 0.434E+03, 0.174E+04, 0.941E+04, 0.162E+05, 0.636E+03, 0.146E+03, 0.506E+04, 0.553E+02, 0.738E+05, 0.769E+05, 0.501E+04, 0.390E+05, 0.329E+05, 0.000E+00
1992,    90, 0.923E+01, 0.112E+02, 0.000E+00, 0.107E+03, 0.599E+03, 0.191E+04, 0.102E+05, 0.183E+05, 0.809E+03, 0.177E+03, 0.618E+04, 0.338E+02, 0.902E+05, 0.776E+05, 0.505E+04, 0.393E+05, 0.332E+05, 0.000E+00
1993,    90, 0.993E+01, 0.950E+01, 0.000E+00, 0.133E+03, 0.703E+03, 0.199E+04, 0.109E+05, 0.200E+05, 0.978E+03, 0.223E+03, 0.719E+04, 0.513E+02, 0.103E+06, 0.114E+06, 0.743E+04, 0.578E+05, 0.488E+05, 0.000E+00
1994,    90, 0.101E+02, 0.969E+01, 0.000E+00, 0.158E+03, 0.837E+03, 0.205E+04, 0.110E+05, 0.226E+05, 0.125E+04, 0.252E+03, 0.956E+04, 0.165E+03, 0.138E+06, 0.249E+06, 0.162E+05, 0.126E+06, 0.106E+06, 0.000E+00
1995,    90, 0.930E+01, 0.104E+02, 0.000E+00, 0.631E+02, 0.441E+03, 0.154E+04, 0.896E+04, 0.145E+05, 0.624E+03, 0.166E+03, 0.396E+04, 0.176E+02, 0.545E+05, 0.406E+05, 0.264E+04, 0.206E+05, 0.174E+05, 0.000E+00
1996,    90, 0.913E+01, 0.118E+02, 0.000E+00, 0.186E+03, 0.917E+03, 0.238E+04, 0.146E+05, 0.269E+05, 0.131E+04, 0.288E+03, 0.989E+04, 0.100E+03, 0.143E+06, 0.131E+06, 0.850E+04, 0.662E+05, 0.559E+05, 0.000E+00
1997,    90, 0.990E+01, 0.928E+01, 0.000E+00, 0.109E+03, 0.536E+03, 0.166E+04, 0.866E+04, 0.157E+05, 0.714E+03, 0.167E+03, 0.536E+04, 0.109E+02, 0.774E+05, 0.280E+05, 0.183E+04, 0.142E+05, 0.120E+05, 0.000E+00
1998,    90, 0.106E+02, 0.815E+01, 0.000E+00, 0.143E+03, 0.670E+03, 0.177E+04, 0.836E+04, 0.170E+05, 0.957E+03, 0.205E+03, 0.691E+04, 0.810E+02, 0.997E+05, 0.154E+06, 0.100E+05, 0.779E+05, 0.657E+05, 0.000E+00
1999,    90, 0.954E+01, 0.110E+02, 0.000E+00, 0.108E+03, 0.540E+03, 0.194E+04, 0.128E+05, 0.203E+05, 0.804E+03, 0.163E+03, 0.559E+04, 0.101E+03, 0.817E+05, 0.149E+06, 0.972E+04, 0.757E+05, 0.638E+05, 0.000E+00
2000,    90, 0.905E+01, 0.123E+02, 0.000E+00, 0.128E+03, 0.477E+03, 0.178E+04, 0.744E+04, 0.159E+05, 0.835E+03, 0.212E+03, 0.664E+04, 0.146E+03, 0.954E+05, 0.217E+06, 0.141E+05, 0.110E+06, 0.928E+05, 0.000E+00
1991,    15, 0.990E+01, 0.993E+01, 0.000E+00, 0.242E+02, 0.370E+02, 0.597E+03, 0.171E+04, 0.287E+04, 0.126E+03, 0.733E+02, 0.569E+03, 0.154E+02, 0.742E+04, 0.824E+04, 0.484E+03, 0.469E+04, 0.306E+04, 0.000E+00
1992,    15, 0.889E+01, 0.130E+02, 0.000E+00, 0.366E+02, 0.477E+02, 0.663E+03, 0.170E+04, 0.322E+04, 0.166E+03, 0.950E+02, 0.858E+03, 0.230E+02, 0.115E+05, 0.112E+05, 0.658E+03, 0.638E+04, 0.417E+04, 0.000E+00
1993,    15, 0.978E+01, 0.104E+02, 0.000E+00, 0.338E+02, 0.451E+02, 0.673E+03, 0.180E+04, 0.324E+04, 0.153E+03, 0.899E+02, 0.767E+03, 0.182E+02, 0.101E+05, 0.930E+04, 0.546E+03, 0.530E+04, 0.346E+04, 0.000E+00
1994,    15, 0.992E+01, 0.997E+01, 0.000E+00, 0.357E+02, 0.421E+02, 0.662E+03, 0.166E+04, 0.308E+04, 0.143E+03, 0.845E+02, 0.761E+03, 0.160E+02, 0.102E+05, 0.862E+04, 0.506E+03, 0.491E+04, 0.320E+04, 0.000E+00
1995,    15, 0.934E+01, 0.109E+02, 0.000E+00, 0.218E+02, 0.375E+02, 0.600E+03, 0.153E+04, 0.263E+04, 0.124E+03, 0.738E+02, 0.503E+03, 0.126E+02, 0.644E+04, 0.726E+04, 0.427E+03, 0.413E+04, 0.270E+04, 0.000E+00
1996,    15, 0.914E+01, 0.126E+02, 0.000E+00, 0.489E+02, 0.574E+02, 0.772E+03, 0.182E+04, 0.377E+04, 0.210E+03, 0.116E+03, 0.117E+04, 0.367E+02, 0.158E+05, 0.172E+05, 0.101E+04, 0.978E+04, 0.639E+04, 0.000E+00
1997,    15, 0.975E+01, 0.104E+02, 0.000E+00, 0.309E+02, 0.385E+02, 0.616E+03, 0.170E+04, 0.296E+04, 0.124E+03, 0.762E+02, 0.652E+03, 0.918E+01, 0.871E+04, 0.526E+04, 0.309E+03, 0.299E+04, 0.196E+04, 0.000E+00
1998,    15, 0.103E+02, 0.914E+01, 0.000E+00, 0.383E+02, 0.484E+02, 0.651E+03, 0.167E+04, 0.327E+04, 0.181E+03, 0.102E+03, 0.949E+03, 0.302E+02, 0.126E+05, 0.141E+05, 0.826E+03, 0.801E+04, 0.523E+04, 0.000E+00
1999,    15, 0.960E+01, 0.118E+02, 0.000E+00, 0.418E+02, 0.472E+02, 0.655E+03, 0.157E+04, 0.324E+04, 0.184E+03, 0.983E+02, 0.102E+04, 0.389E+02, 0.137E+05, 0.173E+05, 0.101E+04, 0.982E+04, 0.642E+04, 0.000E+00
2000,    15, 0.864E+01, 0.139E+02, 0.000E+00, 0.387E+02, 0.520E+02, 0.714E+03, 0.169E+04, 0.338E+04, 0.189E+03, 0.103E+03, 0.975E+03, 0.338E+02, 0.130E+05, 0.160E+05, 0.938E+03, 0.909E+04, 0.594E+04, 0.000E+00
1991,    14, 0.991E+01, 0.989E+01, 0.000E+00, 0.114E+04, 0.425E+04, 0.935E+04, 0.695E+05, 0.128E+06, 0.602E+04, 0.118E+04, 0.492E+05, 0.591E+03, 0.729E+06, 0.863E+06, 0.507E+05, 0.491E+06, 0.321E+06, 0.000E+00
1992,    14, 0.889E+01, 0.130E+02, 0.000E+00, 0.172E+04, 0.629E+04, 0.123E+05, 0.763E+05, 0.163E+06, 0.883E+04, 0.164E+04, 0.745E+05, 0.896E+03, 0.111E+07, 0.129E+07, 0.757E+05, 0.734E+06, 0.479E+06, 0.000E+00
1993,    14, 0.978E+01, 0.104E+02, 0.000E+00, 0.159E+04, 0.651E+04, 0.119E+05, 0.839E+05, 0.162E+06, 0.880E+04, 0.157E+04, 0.659E+05, 0.721E+03, 0.975E+06, 0.114E+07, 0.672E+05, 0.652E+06, 0.426E+06, 0.000E+00
1994,    14, 0.993E+01, 0.994E+01, 0.000E+00, 0.169E+04, 0.594E+04, 0.120E+05, 0.848E+05, 0.167E+06, 0.825E+04, 0.169E+04, 0.702E+05, 0.619E+03, 0.104E+07, 0.913E+06, 0.536E+05, 0.520E+06, 0.340E+06, 0.000E+00
1995,    14, 0.931E+01, 0.110E+02, 0.000E+00, 0.103E+04, 0.552E+04, 0.101E+05, 0.659E+05, 0.120E+06, 0.711E+04, 0.111E+04, 0.440E+05, 0.486E+03, 0.649E+06, 0.669E+06, 0.393E+05, 0.381E+06, 0.249E+06, 0.000E+00
1996,    14, 0.915E+01, 0.126E+02, 0.000E+00, 0.230E+04, 0.849E+04, 0.155E+05, 0.920E+05, 0.204E+06, 0.122E+05, 0.227E+04, 0.963E+05, 0.143E+04, 0.142E+07, 0.174E+07, 0.102E+06, 0.993E+06, 0.649E+06, 0.000E+00
1997,    14, 0.973E+01, 0.104E+02, 0.000E+00, 0.145E+04, 0.612E+04, 0.112E+05, 0.842E+05, 0.155E+06, 0.795E+04, 0.147E+04, 0.600E+05, 0.359E+03, 0.885E+06, 0.411E+06, 0.242E+05, 0.234E+06, 0.153E+06, 0.000E+00
1998,    14, 0.103E+02, 0.910E+01, 0.000E+00, 0.181E+04, 0.746E+04, 0.129E+05, 0.812E+05, 0.172E+06, 0.108E+05, 0.215E+04, 0.783E+05, 0.121E+04, 0.113E+07, 0.177E+07, 0.104E+06, 0.101E+07, 0.660E+06, 0.000E+00
1999,    14, 0.961E+01, 0.118E+02, 0.000E+00, 0.197E+04, 0.753E+04, 0.118E+05, 0.776E+05, 0.168E+06, 0.108E+05, 0.175E+04, 0.782E+05, 0.154E+04, 0.116E+07, 0.183E+07, 0.107E+06, 0.104E+07, 0.679E+06, 0.000E+00
2000,    14, 0.867E+01, 0.138E+02, 0.000E+00, 0.182E+04, 0.846E+04, 0.137E+05, 0.802E+05, 0.173E+06, 0.118E+05, 0.201E+04, 0.794E+05, 0.132E+04, 0.116E+07, 0.186E+07, 0.109E+06, 0.106E+07, 0.693E+06, 0.000E+00
1991,    31, 0.107E+02, 0.982E+01, 0.255E+01, 0.185E+05, 0.525E+05, 0.124E+06, 0.118E+07, 0.205E+07, 0.209E+06, 0.666E+05, 0.740E+06, 0.902E+05, 0.795E+07, 0.906E+08, 0.445E+06, 0.206E+08, 0.690E+08, 0.583E+06
1992,    31, 0.101E+02, 0.109E+02, 0.337E+01, 0.256E+05, 0.996E+05, 0.256E+06, 0.171E+07, 0.316E+07, 0.463E+06, 0.982E+05, 0.119E+07, 0.265E+06, 0.133E+08, 0.537E+09, 0.565E+06, 0.265E+09, 0.270E+09, 0.107E+07
1993,    31, 0.102E+02, 0.897E+01, 0.211E+01, 0.387E+05, 0.138E+06, 0.440E+06, 0.235E+07, 0.481E+07, 0.847E+06, 0.135E+06, 0.202E+07, 0.574E+06, 0.249E+08, 0.135E+10, 0.127E+07, 0.701E+09, 0.649E+09, 0.101E+07
1994,    31, 0.100E+02, 0.111E+02, 0.168E+01, 0.410E+05, 0.124E+06, 0.356E+06, 0.223E+07, 0.439E+07, 0.705E+06, 0.111E+06, 0.180E+07, 0.469E+06, 0.233E+08, 0.107E+10, 0.915E+06, 0.496E+09, 0.570E+09, 0.849E+06
1995,    31, 0.101E+02, 0.119E+02, 0.552E+01, 0.263E+05, 0.855E+05, 0.194E+06, 0.139E+07, 0.272E+07, 0.418E+06, 0.101E+06, 0.114E+07, 0.231E+06, 0.121E+08, 0.256E+09, 0.822E+06, 0.763E+08, 0.177E+09, 0.179E+07
1996,    31, 0.977E+01, 0.116E+02, 0.378E+01, 0.530E+05, 0.139E+06, 0.489E+06, 0.245E+07, 0.551E+07, 0.107E+07, 0.171E+06, 0.257E+07, 0.759E+06, 0.316E+08, 0.134E+10, 0.126E+07, 0.638E+09, 0.703E+09, 0.248E+07
1997,    31, 0.101E+02, 0.111E+02, 0.373E+01, 0.290E+05, 0.755E+05, 0.198E+06, 0.133E+07, 0.289E+07, 0.452E+06, 0.115E+06, 0.137E+07, 0.261E+06, 0.148E+08, 0.222E+09, 0.255E+06, 0.941E+08, 0.127E+09, 0.133E+07
1998,    31, 0.102E+02, 0.976E+01, 0.360E+01, 0.396E+05, 0.142E+06, 0.283E+06, 0.226E+07, 0.446E+07, 0.805E+06, 0.146E+06, 0.191E+07, 0.516E+06, 0.224E+08, 0.356E+09, 0.732E+06, 0.144E+09, 0.210E+09, 0.176E+07
1999,    31, 0.101E+02, 0.111E+02, 0.159E+01, 0.218E+05, 0.166E+06, 0.166E+06, 0.212E+07, 0.368E+07, 0.455E+06, 0.943E+05, 0.139E+07, 0.194E+06, 0.177E+08, 0.133E+09, 0.181E+07, 0.497E+08, 0.813E+08, 0.428E+06
2000,    31, 0.951E+01, 0.133E+02, 0.711E+01, 0.228E+05, 0.137E+06, 0.128E+06, 0.981E+06, 0.223E+07, 0.327E+06, 0.955E+05, 0.112E+07, 0.943E+05, 0.127E+08, 0.389E+08, 0.610E+06, 0.102E+08, 0.261E+08, 0.200E+07
1991,    12, 0.971E+01, 0.105E+02, 0.000E+00, 0.255E+04, 0.217E+05, 0.488E+05, 0.386E+06, 0.580E+06, 0.302E+05, 0.625E+04, 0.145E+06, 0.220E+04, 0.211E+07, 0.622E+07, 0.362E+06, 0.389E+07, 0.197E+07, 0.000E+00
1992,    12, 0.877E+01, 0.135E+02, 0.000E+00, 0.417E+04, 0.333E+05, 0.572E+05, 0.457E+06, 0.748E+06, 0.454E+05, 0.901E+04, 0.235E+06, 0.306E+04, 0.343E+07, 0.909E+07, 0.529E+06, 0.569E+07, 0.287E+07, 0.000E+00
1993,    12, 0.975E+01, 0.106E+02, 0.000E+00, 0.351E+04, 0.296E+05, 0.608E+05, 0.459E+06, 0.710E+06, 0.396E+05, 0.795E+04, 0.190E+06, 0.213E+04, 0.277E+07, 0.565E+07, 0.329E+06, 0.346E+07, 0.186E+07, 0.000E+00
1994,    12, 0.974E+01, 0.108E+02, 0.000E+00, 0.418E+04, 0.289E+05, 0.614E+05, 0.475E+06, 0.772E+06, 0.411E+05, 0.897E+04, 0.235E+06, 0.317E+04, 0.343E+07, 0.915E+07, 0.532E+06, 0.576E+07, 0.286E+07, 0.000E+00
1995,    12, 0.938E+01, 0.110E+02, 0.000E+00, 0.242E+04, 0.235E+05, 0.475E+05, 0.378E+06, 0.567E+06, 0.322E+05, 0.641E+04, 0.141E+06, 0.234E+04, 0.204E+07, 0.566E+07, 0.329E+06, 0.354E+07, 0.179E+07, 0.000E+00
1996,    12, 0.909E+01, 0.128E+02, 0.000E+00, 0.541E+04, 0.375E+05, 0.735E+05, 0.528E+06, 0.893E+06, 0.528E+05, 0.112E+05, 0.291E+06, 0.407E+04, 0.422E+07, 0.100E+08, 0.585E+06, 0.623E+07, 0.323E+07, 0.000E+00
1997,    12, 0.958E+01, 0.111E+02, 0.000E+00, 0.361E+04, 0.225E+05, 0.551E+05, 0.479E+06, 0.728E+06, 0.321E+05, 0.787E+04, 0.195E+06, 0.168E+04, 0.281E+07, 0.367E+07, 0.213E+06, 0.231E+07, 0.115E+07, 0.000E+00
1998,    12, 0.102E+02, 0.977E+01, 0.000E+00, 0.507E+04, 0.297E+05, 0.693E+05, 0.488E+06, 0.836E+06, 0.460E+05, 0.113E+05, 0.279E+06, 0.506E+04, 0.400E+07, 0.138E+08, 0.802E+06, 0.865E+07, 0.434E+07, 0.000E+00
1999,    12, 0.937E+01, 0.128E+02, 0.000E+00, 0.516E+04, 0.271E+05, 0.568E+05, 0.415E+06, 0.733E+06, 0.436E+05, 0.994E+04, 0.261E+06, 0.659E+04, 0.380E+07, 0.133E+08, 0.775E+06, 0.821E+07, 0.432E+07, 0.000E+00
2000,    12, 0.837E+01, 0.150E+02, 0.000E+00, 0.456E+04, 0.250E+05, 0.597E+05, 0.398E+06, 0.694E+06, 0.386E+05, 0.985E+04, 0.237E+06, 0.372E+04, 0.341E+07, 0.921E+07, 0.536E+06, 0.571E+07, 0.297E+07, 0.000E+00
1991,    23, 0.947E+01, 0.105E+02, 0.000E+00, 0.132E+04, 0.458E+04, 0.906E+04, 0.734E+05, 0.123E+06, 0.752E+04, 0.132E+04, 0.410E+05, 0.161E+04, 0.734E+06, 0.969E+06, 0.465E+05, 0.492E+06, 0.431E+06, 0.000E+00
1992,    23, 0.863E+01, 0.127E+02, 0.000E+00, 0.209E+04, 0.710E+04, 0.124E+05, 0.830E+05, 0.162E+06, 0.114E+05, 0.203E+04, 0.666E+05, 0.224E+04, 0.119E+07, 0.145E+07, 0.689E+05, 0.738E+06, 0.643E+06, 0.000E+00
