year,cell,flow,doxx,bodx,nh4x,no3x,orgn,orgp,po4x,totn,totp,tssx
1999,    79, 0.126E+01, 0.653E+03, 0.327E+04, 0.975E+03, 0.366E+02, 0.207E+03, 0.189E+03, 0.464E+03, 0.122E+04, 0.653E+03, 0.163E+04
2000,    79, 0.126E+01, 0.655E+03, 0.327E+04, 0.978E+03, 0.367E+02, 0.208E+03, 0.190E+03, 0.465E+03, 0.122E+04, 0.655E+03, 0.164E+04
1991,    77, 0.102E+03, 0.398E+05, 0.142E+06, 0.182E+05, 0.467E+05, 0.233E+05, 0.346E+04, 0.176E+05, 0.881E+05, 0.211E+05, 0.298E+06
1992,    77, 0.946E+02, 0.423E+05, 0.994E+05, 0.282E+05, 0.257E+05, 0.234E+05, 0.231E+04, 0.169E+05, 0.773E+05, 0.192E+05, 0.284E+06
1993,    77, 0.938E+02, 0.539E+05, 0.102E+06, 0.248E+05, 0.239E+05, 0.268E+05, 0.477E+04, 0.156E+05, 0.755E+05, 0.204E+05, 0.279E+06
1994,    77, 0.104E+03, 0.553E+05, 0.104E+06, 0.248E+05, 0.328E+05, 0.248E+05, 0.510E+04, 0.155E+05, 0.823E+05, 0.206E+05, 0.261E+06
1995,    77, 0.927E+02, 0.707E+05, 0.989E+05, 0.235E+05, 0.397E+05, 0.213E+05, 0.453E+04, 0.175E+05, 0.844E+05, 0.221E+05, 0.217E+06
1996,    77, 0.147E+03, 0.111E+06, 0.145E+06, 0.457E+05, 0.214E+05, 0.317E+05, 0.249E+05, 0.200E+05, 0.987E+05, 0.449E+05, 0.342E+06
1997,    77, 0.123E+03, 0.875E+05, 0.103E+06, 0.361E+05, 0.291E+05, 0.263E+05, 0.237E+05, 0.189E+05, 0.915E+05, 0.426E+05, 0.232E+06
1998,    77, 0.126E+03, 0.685E+05, 0.108E+06, 0.380E+05, 0.262E+05, 0.313E+05, 0.674E+04, 0.189E+05, 0.955E+05, 0.257E+05, 0.263E+06
1999,    77, 0.126E+03, 0.736E+05, 0.179E+06, 0.315E+05, 0.247E+05, 0.347E+05, 0.941E+04, 0.142E+05, 0.909E+05, 0.236E+05, 0.389E+06
2000,    77, 0.131E+03, 0.687E+05, 0.161E+06, 0.315E+05, 0.294E+05, 0.314E+05, 0.104E+05, 0.173E+05, 0.924E+05, 0.276E+05, 0.304E+06
1991,    85, 0.876E+02, 0.348E+05, 0.142E+06, 0.925E+05, 0.171E+05, 0.233E+05, 0.313E+04, 0.826E+04, 0.133E+06, 0.114E+05, 0.184E+06
1992,    85, 0.891E+02, 0.589E+05, 0.154E+06, 0.938E+05, 0.173E+05, 0.237E+05, 0.287E+04, 0.756E+04, 0.135E+06, 0.104E+05, 0.197E+06
1993,    85, 0.900E+02, 0.607E+05, 0.186E+06, 0.952E+05, 0.174E+05, 0.239E+05, 0.332E+04, 0.896E+04, 0.137E+06, 0.123E+05, 0.190E+06
1994,    85, 0.862E+02, 0.565E+05, 0.181E+06, 0.909E+05, 0.169E+05, 0.229E+05, 0.349E+04, 0.950E+04, 0.131E+06, 0.130E+05, 0.195E+06
1995,    85, 0.815E+02, 0.555E+05, 0.167E+06, 0.865E+05, 0.164E+05, 0.214E+05, 0.344E+04, 0.944E+04, 0.124E+06, 0.129E+05, 0.171E+06
1996,    85, 0.951E+02, 0.637E+05, 0.216E+06, 0.980E+05, 0.180E+05, 0.258E+05, 0.390E+04, 0.102E+05, 0.142E+06, 0.142E+05, 0.221E+06
1997,    85, 0.919E+02, 0.625E+05, 0.210E+06, 0.139E+06, 0.323E+05, 0.496E+05, 0.559E+04, 0.718E+04, 0.221E+06, 0.128E+05, 0.164E+06
1998,    85, 0.102E+03, 0.626E+05, 0.212E+06, 0.132E+06, 0.725E+05, 0.344E+05, 0.463E+04, 0.973E+04, 0.239E+06, 0.144E+05, 0.185E+06
1999,    85, 0.106E+03, 0.627E+05, 0.204E+06, 0.120E+06, 0.427E+05, 0.318E+05, 0.448E+04, 0.928E+04, 0.194E+06, 0.138E+05, 0.210E+06
2000,    85, 0.106E+03, 0.594E+05, 0.176E+06, 0.108E+06, 0.468E+05, 0.225E+05, 0.474E+04, 0.952E+04, 0.177E+06, 0.143E+05, 0.192E+06
1991,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
2000,    52, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1991,    56, 0.726E+00, 0.282E+03, 0.270E+04, 0.878E+02, 0.690E+02, 0.345E+03, 0.502E+02, 0.125E+02, 0.502E+03, 0.627E+02, 0.815E+04
1992,    56, 0.778E+00, 0.302E+03, 0.289E+04, 0.940E+02, 0.739E+02, 0.369E+03, 0.537E+02, 0.134E+02, 0.537E+03, 0.672E+02, 0.873E+04
1993,    56, 0.735E+00, 0.285E+03, 0.273E+04, 0.888E+02, 0.698E+02, 0.349E+03, 0.508E+02, 0.127E+02, 0.507E+03, 0.634E+02, 0.825E+04
1994,    56, 0.723E+00, 0.281E+03, 0.268E+04, 0.873E+02, 0.686E+02, 0.343E+03, 0.499E+02, 0.125E+02, 0.499E+03, 0.624E+02, 0.811E+04
1995,    56, 0.576E+00, 0.224E+03, 0.214E+04, 0.696E+02, 0.547E+02, 0.273E+03, 0.398E+02, 0.994E+01, 0.398E+03, 0.497E+02, 0.646E+04
1996,    56, 0.112E+01, 0.436E+03, 0.417E+04, 0.136E+03, 0.107E+03, 0.533E+03, 0.776E+02, 0.194E+02, 0.775E+03, 0.969E+02, 0.126E+05
1997,    56, 0.585E+00, 0.227E+03, 0.217E+04, 0.707E+02, 0.556E+02, 0.278E+03, 0.404E+02, 0.101E+02, 0.404E+03, 0.505E+02, 0.657E+04
1998,    56, 0.742E+00, 0.288E+03, 0.275E+04, 0.896E+02, 0.704E+02, 0.352E+03, 0.512E+02, 0.128E+02, 0.512E+03, 0.640E+02, 0.832E+04
1999,    56, 0.117E+01, 0.455E+03, 0.434E+04, 0.141E+03, 0.111E+03, 0.558E+03, 0.811E+02, 0.212E+02, 0.810E+03, 0.102E+03, 0.131E+05
2000,    56, 0.122E+01, 0.506E+03, 0.425E+04, 0.131E+03, 0.104E+03, 0.818E+03, 0.109E+03, 0.118E+03, 0.105E+04, 0.227E+03, 0.112E+05
1991,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
2000,    87, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1991,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    44, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    44, 0.483E+00, 0.250E+03, 0.125E+04, 0.263E+02, 0.216E+02, 0.698E+03, 0.810E+02, 0.198E+03, 0.746E+03, 0.279E+03, 0.625E+03
1998,    44, 0.576E+00, 0.298E+03, 0.149E+04, 0.313E+02, 0.258E+02, 0.833E+03, 0.966E+02, 0.237E+03, 0.890E+03, 0.333E+03, 0.746E+03
1999,    44, 0.576E+00, 0.298E+03, 0.149E+04, 0.313E+02, 0.258E+02, 0.833E+03, 0.966E+02, 0.237E+03, 0.890E+03, 0.333E+03, 0.746E+03
2000,    44, 0.579E+00, 0.300E+03, 0.150E+04, 0.315E+02, 0.263E+02, 0.835E+03, 0.969E+02, 0.237E+03, 0.893E+03, 0.334E+03, 0.752E+03
1991,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
2000,    41, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1991,    49, 0.502E+00, 0.217E+03, 0.595E+03, 0.585E+03, 0.663E+02, 0.128E+03, 0.208E+02, 0.109E+03, 0.780E+03, 0.130E+03, 0.674E+03
1992,    49, 0.517E+00, 0.223E+03, 0.456E+03, 0.603E+03, 0.683E+02, 0.132E+03, 0.214E+02, 0.113E+03, 0.804E+03, 0.134E+03, 0.423E+03
1993,    49, 0.517E+00, 0.223E+03, 0.864E+03, 0.604E+03, 0.684E+02, 0.132E+03, 0.214E+02, 0.113E+03, 0.804E+03, 0.134E+03, 0.853E+03
1994,    49, 0.445E+00, 0.192E+03, 0.960E+03, 0.519E+03, 0.588E+02, 0.114E+03, 0.184E+02, 0.968E+02, 0.691E+03, 0.115E+03, 0.960E+03
1995,    49, 0.415E+00, 0.333E+03, 0.496E+03, 0.484E+03, 0.548E+02, 0.106E+03, 0.172E+02, 0.903E+02, 0.645E+03, 0.107E+03, 0.572E+03
1996,    49, 0.566E+00, 0.422E+03, 0.897E+03, 0.660E+03, 0.747E+02, 0.145E+03, 0.234E+02, 0.123E+03, 0.879E+03, 0.147E+03, 0.902E+03
1997,    49, 0.538E+00, 0.358E+03, 0.432E+03, 0.627E+03, 0.710E+02, 0.137E+03, 0.223E+02, 0.117E+03, 0.836E+03, 0.139E+03, 0.470E+03
1998,    49, 0.565E+00, 0.382E+03, 0.533E+03, 0.659E+03, 0.746E+02, 0.144E+03, 0.234E+02, 0.123E+03, 0.878E+03, 0.146E+03, 0.418E+03
1999,    49, 0.447E+00, 0.284E+03, 0.430E+03, 0.522E+03, 0.591E+02, 0.114E+03, 0.185E+02, 0.973E+02, 0.695E+03, 0.116E+03, 0.424E+03
2000,    49, 0.427E+00, 0.290E+03, 0.271E+03, 0.492E+03, 0.555E+02, 0.121E+03, 0.173E+02, 0.907E+02, 0.669E+03, 0.108E+03, 0.355E+03
1991,    91, 0.149E+02, 0.731E+04, 0.498E+04, 0.636E+04, 0.116E+05, 0.223E+04, 0.341E+03, 0.138E+04, 0.202E+05, 0.172E+04, 0.168E+05
1992,    91, 0.158E+02, 0.770E+04, 0.579E+04, 0.737E+04, 0.117E+05, 0.245E+04, 0.377E+03, 0.157E+04, 0.216E+05, 0.194E+04, 0.166E+05
1993,    91, 0.158E+02, 0.770E+04, 0.575E+04, 0.740E+04, 0.117E+05, 0.246E+04, 0.378E+03, 0.157E+04, 0.216E+05, 0.195E+04, 0.166E+05
1994,    91, 0.154E+02, 0.751E+04, 0.660E+04, 0.690E+04, 0.116E+05, 0.235E+04, 0.360E+03, 0.148E+04, 0.209E+05, 0.184E+04, 0.170E+05
1995,    91, 0.149E+02, 0.870E+04, 0.618E+04, 0.634E+04, 0.116E+05, 0.222E+04, 0.340E+03, 0.137E+04, 0.202E+05, 0.171E+04, 0.159E+05
1996,    91, 0.160E+02, 0.931E+04, 0.825E+04, 0.732E+04, 0.117E+05, 0.194E+04, 0.264E+04, 0.109E+04, 0.209E+05, 0.373E+04, 0.166E+05
1997,    91, 0.152E+02, 0.795E+04, 0.583E+04, 0.647E+04, 0.115E+05, 0.182E+04, 0.224E+04, 0.990E+03, 0.198E+05, 0.323E+04, 0.157E+05
1998,    91, 0.153E+02, 0.786E+04, 0.236E+04, 0.634E+04, 0.113E+05, 0.187E+04, 0.189E+03, 0.154E+04, 0.195E+05, 0.172E+04, 0.159E+05
1999,    91, 0.150E+02, 0.761E+04, 0.541E+04, 0.616E+04, 0.112E+05, 0.183E+04, 0.188E+03, 0.150E+04, 0.192E+05, 0.168E+04, 0.149E+05
2000,    91, 0.162E+02, 0.827E+04, 0.171E+04, 0.731E+04, 0.114E+05, 0.174E+04, 0.179E+03, 0.192E+04, 0.204E+05, 0.210E+04, 0.152E+05
1991,    51, 0.101E+01, 0.434E+03, 0.957E+03, 0.117E+04, 0.133E+03, 0.257E+03, 0.417E+02, 0.219E+03, 0.156E+04, 0.260E+03, 0.158E+04
1992,    51, 0.116E+01, 0.500E+03, 0.143E+04, 0.135E+04, 0.153E+03, 0.296E+03, 0.480E+02, 0.252E+03, 0.180E+04, 0.300E+03, 0.392E+04
1993,    51, 0.120E+01, 0.518E+03, 0.218E+04, 0.140E+04, 0.158E+03, 0.307E+03, 0.497E+02, 0.261E+03, 0.186E+04, 0.311E+03, 0.253E+04
1994,    51, 0.119E+01, 0.513E+03, 0.188E+04, 0.139E+04, 0.157E+03, 0.304E+03, 0.493E+02, 0.259E+03, 0.185E+04, 0.308E+03, 0.235E+04
1995,    51, 0.111E+01, 0.922E+03, 0.119E+04, 0.129E+04, 0.146E+03, 0.283E+03, 0.458E+02, 0.241E+03, 0.172E+04, 0.286E+03, 0.158E+04
1996,    51, 0.149E+01, 0.138E+04, 0.186E+04, 0.174E+04, 0.197E+03, 0.382E+03, 0.619E+02, 0.325E+03, 0.232E+04, 0.387E+03, 0.273E+04
1997,    51, 0.118E+01, 0.773E+03, 0.261E+04, 0.138E+04, 0.156E+03, 0.302E+03, 0.490E+02, 0.257E+03, 0.184E+04, 0.306E+03, 0.244E+04
1998,    51, 0.122E+01, 0.760E+03, 0.151E+04, 0.142E+04, 0.161E+03, 0.312E+03, 0.506E+02, 0.266E+03, 0.190E+04, 0.316E+03, 0.146E+04
1999,    51, 0.110E+01, 0.698E+03, 0.120E+04, 0.128E+04, 0.145E+03, 0.281E+03, 0.455E+02, 0.239E+03, 0.171E+04, 0.284E+03, 0.173E+04
2000,    51, 0.116E+01, 0.830E+03, 0.109E+04, 0.136E+04, 0.153E+03, 0.297E+03, 0.481E+02, 0.253E+03, 0.181E+04, 0.301E+03, 0.118E+04
1991,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
2000,    68, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1991,    54, 0.439E+02, 0.171E+05, 0.164E+05, 0.482E+05, 0.135E+05, 0.182E+05, 0.310E+03, 0.114E+05, 0.798E+05, 0.117E+05, 0.575E+05
1992,    54, 0.466E+02, 0.254E+05, 0.507E+05, 0.537E+05, 0.124E+05, 0.224E+05, 0.117E+04, 0.108E+05, 0.885E+05, 0.120E+05, 0.685E+05
1993,    54, 0.449E+02, 0.175E+05, 0.732E+05, 0.516E+05, 0.142E+05, 0.158E+05, 0.349E+04, 0.101E+05, 0.816E+05, 0.136E+05, 0.626E+05
1994,    54, 0.474E+02, 0.285E+05, 0.697E+05, 0.516E+05, 0.138E+05, 0.134E+05, 0.340E+04, 0.111E+05, 0.788E+05, 0.145E+05, 0.661E+05
1995,    54, 0.436E+02, 0.260E+05, 0.858E+05, 0.460E+05, 0.219E+05, 0.276E+05, 0.183E+04, 0.110E+05, 0.955E+05, 0.128E+05, 0.609E+05
1996,    54, 0.538E+02, 0.387E+05, 0.105E+06, 0.507E+05, 0.230E+05, 0.157E+05, 0.289E+04, 0.118E+05, 0.895E+05, 0.147E+05, 0.790E+05
1997,    54, 0.529E+02, 0.350E+05, 0.110E+06, 0.563E+05, 0.198E+05, 0.194E+05, 0.243E+04, 0.129E+05, 0.955E+05, 0.153E+05, 0.809E+05
1998,    54, 0.519E+02, 0.285E+05, 0.496E+05, 0.217E+05, 0.462E+05, 0.944E+04, 0.210E+04, 0.832E+04, 0.773E+05, 0.104E+05, 0.516E+05
1999,    54, 0.487E+02, 0.288E+05, 0.235E+05, 0.557E+04, 0.327E+05, 0.457E+04, 0.137E+04, 0.425E+04, 0.428E+05, 0.561E+04, 0.187E+05
2000,    54, 0.550E+02, 0.329E+05, 0.295E+05, 0.727E+04, 0.244E+05, 0.677E+04, 0.200E+04, 0.447E+04, 0.385E+05, 0.647E+04, 0.199E+05
1991,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
2000,    33, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1991,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1992,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1993,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1994,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1995,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1996,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1997,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1998,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
1999,    80, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
